,0,1
1860,LMST,"Limestone Bancorp, Inc. "
1861,LNDC,Landec Corporation 
1862,LNGR,Global X Longevity Thematic ETF
1863,LNT,Alliant Energy Corporation 
1864,LNTH,"Lantheus Holdings, Inc. "
1865,LOAC,Longevity Acquisition Corporation 
1866,LOACR,Longevity Acquisition Corporation 
1867,LOACU,Longevity Acquisition Corporation 
1868,LOACW,Longevity Acquisition Corporation 
1869,LOAN,"Manhattan Bridge Capital, Inc "
1870,LOB,"Live Oak Bancshares, Inc. "
1871,LOCO,"El Pollo Loco Holdings, Inc. "
1872,LOGC,"LogicBio Therapeutics, Inc. "
1873,LOGI,Logitech International S.A. 
1874,LOOP,"Loop Industries, Inc. "
1875,LOPE,"Grand Canyon Education, Inc. "
1876,LORL,"Loral Space and Communications, Inc. "
1877,LOVE,The Lovesac Company 
1878,LPCN,Lipocine Inc. 
1879,LPLA,LPL Financial Holdings Inc. 
1880,LPRO,Open Lending Corporation 
1881,LPSN,"LivePerson, Inc. "
1882,LPTH,"LightPath Technologies, Inc. "
1883,LPTX,"Leap Therapeutics, Inc. "
1884,LQDA,Liquidia Corporation 
1885,LQDT,"Liquidity Services, Inc. "
1886,LRCX,Lam Research Corporation 
1887,LRGE,ClearBridge Large Cap Growth ESG ETF
1888,LSAC,LifeSci Acquisition Corp. 
1889,LSACU,LifeSci Acquisition Corp. 
1890,LSACW,LifeSci Acquisition Corp. 
1891,LSAQ,LifeSci Acquisition II Corp. 
1892,LSBK,"Lake Shore Bancorp, Inc. "
1893,LSCC,Lattice Semiconductor Corporation 
1894,LSTR,"Landstar System, Inc. "
1895,LSXMA,Liberty Media Corporation 
1896,LSXMB,Liberty Media Corporation 
1897,LSXMK,Liberty Media Corporation 
1898,LTBR,Lightbridge Corporation 
1899,LTRN,Lantern Pharma Inc. 
1900,LTRPA,"Liberty TripAdvisor Holdings, Inc. "
1901,LTRPB,"Liberty TripAdvisor Holdings, Inc. "
1902,LTRX,"Lantronix, Inc. "
1903,LULU,lululemon athletica inc. 
1904,LUMO,"Lumos Pharma, Inc. "
1905,LUNA,Luna Innovations Incorporated 
1906,LUNG,Pulmonx Corporation 
1907,LUXAU,Lux Health Tech Acquisition Corp. 
1908,LVHD,Legg Mason Low Volatility High Dividend ETF
1909,LX,LexinFintech Holdings Ltd. 
1910,LXEH,"Lixiang Education Holding Co., Ltd. "
1911,LXRX,"Lexicon Pharmaceuticals, Inc. "
1912,LYFT,"Lyft, Inc. "
1913,LYL,Dragon Victory International Limited 
1914,LYRA,"Lyra Therapeutics, Inc. "
1915,LYTS,LSI Industries Inc. 
1916,MAAC,Montes Archimedes Acquisition Corp. 
1917,MAACU,Montes Archimedes Acquisition Corp. 
1918,MAACW,Montes Archimedes Acquisition Corp. 
1919,MACK,"Merrimack Pharmaceuticals, Inc. "
1920,MACU,Mallard Acquisition Corp. 
1921,MACUU,Mallard Acquisition Corp. 
1922,MACUW,Mallard Acquisition Corp. 
1923,MAGS,Magal Security Systems Ltd. 
1924,MANH,"Manhattan Associates, Inc. "
1925,MANT,ManTech International Corporation 
1926,MAR,Marriott International 
1927,MARA,"Marathon Patent Group, Inc. "
1928,MARK,"Remark Holdings, Inc. "
1929,MARPS,Marine Petroleum Trust 
1930,MASI,Masimo Corporation 
1931,MAT,"Mattel, Inc. "
1932,MATW,Matthews International Corporation 
1933,MAXN,"Maxeon Solar Technologies, Ltd. "
1934,MAYS,"J. W. Mays, Inc. "
1935,MBB,iShares MBS ETF
1936,MBII,"Marrone Bio Innovations, Inc. "
1937,MBIN,Merchants Bancorp 
1938,MBINO,Merchants Bancorp 
1939,MBINP,Merchants Bancorp 
1940,MBIO,"Mustang Bio, Inc. "
1941,MBNKP,Medallion Bank 
1942,MBOT,Microbot Medical Inc.  
1943,MBRX,"Moleculin Biotech, Inc. "
1944,MBUU,"Malibu Boats, Inc. "
1945,MBWM,Mercantile Bank Corporation 
1946,MCAC,Mountain Crest Acquisition Corp. 
1947,MCACR,Mountain Crest Acquisition Corp. 
1948,MCACU,Mountain Crest Acquisition Corp. 
1949,MCBC,Macatawa Bank Corporation 
1950,MCBS,"MetroCity Bankshares, Inc. "
1951,MCEF,First Trust Municipal CEF Income Opportunity ETF
1952,MCFE,McAfee Corp. 
1953,MCFT,"MasterCraft Boat Holdings, Inc. "
1954,MCHI,iShares MSCI China ETF
1955,MCHX,"Marchex, Inc. "
1956,MCMJ,Merida Merger Corp. I 
1957,MCMJW,Merida Merger Corp. I 
1958,MCRB,"Seres Therapeutics, Inc. "
1959,MCRI,"Monarch Casino & Resort, Inc. "
1960,MDB,"MongoDB, Inc. "
1961,MDCA,MDC Partners Inc. 
1962,MDGL,"Madrigal Pharmaceuticals, Inc. "
1963,MDGS,Medigus Ltd. 
1964,MDGSW,Medigus Ltd. 
1965,MDIA,Mediaco Holding Inc. 
1966,MDIV,First Trust Multi
1967,MDJH,MDJM LTD 
1968,MDLZ,"Mondelez International, Inc. "
1969,MDNA,Medicenna Therapeutics Corp. 
1970,MDRR,"Medalist Diversified REIT, Inc. "
1971,MDRRP,"Medalist Diversified REIT, Inc. "
1972,MDRX,"Allscripts Healthcare Solutions, Inc. "
1973,MDVL,"MedAvail Holdings, Inc.  "
1974,MDWD,MediWound Ltd. 
1975,MDXG,"MiMedx Group, Inc "
1976,MEDP,"Medpace Holdings, Inc. "
1977,MEDS,"Trxade Group, Inc. "
1978,MEIP,"MEI Pharma, Inc. "
1979,MELI,"MercadoLibre, Inc. "
1980,MEOH,Methanex Corporation 
1981,MERC,Mercer International Inc. 
1982,MESA,"Mesa Air Group, Inc. "
1983,MESO,Mesoblast Limited 
1984,METC,"Ramaco Resources, Inc. "
1985,METX,Meten EdtechX Education Group Ltd. 
1986,METXW,Meten EdtechX Education Group Ltd. 
1987,MFH,Mercurity Fintech Holding Inc. 
1988,MFIN,Medallion Financial Corp. 
1989,MFINL,Medallion Financial Corp. 
1990,MFNC,Mackinac Financial Corporation 
1991,MGEE,MGE Energy Inc. 
1992,MGEN,"Miragen Therapeutics, Inc. "
1993,MGI,"Moneygram International, Inc. "
1994,MGIC,Magic Software Enterprises Ltd. 
1995,MGLN,"Magellan Health, Inc. "
1996,MGNI,"Magnite, Inc. "
1997,MGNX,"MacroGenics, Inc. "
1998,MGPI,"MGP Ingredients, Inc. "
1999,MGRC,McGrath RentCorp 
2000,MGTA,"Magenta Therapeutics, Inc. "
2001,MGTX,MeiraGTx Holdings plc 
2002,MGYR,"Magyar Bancorp, Inc. "
2003,MHLD,"Maiden Holdings, Ltd. "
2004,MICT,"MICT, Inc. "
2005,MIDD,The Middleby Corporation 
2006,MIK,"The Michaels Companies, Inc. "
2007,MILN,Global X Millennials Thematic ETF
2008,MIND,"MIND Technology, Inc. "
2009,MINDP,"MIND Technology, Inc. "
2010,MIRM,"Mirum Pharmaceuticals, Inc. "
2011,MIST,Milestone Pharmaceuticals Inc. 
2012,MITK,"Mitek Systems, Inc. "
2013,MITO,Stealth BioTherapeutics Corp. 
2014,MKD,Molecular Data Inc. 
2015,MKGI,"Monaker Group, Inc. "
2016,MKSI,"MKS Instruments, Inc. "
2017,MKTX,"MarketAxess Holdings, Inc. "
2018,MLAB,"Mesa Laboratories, Inc. "
2019,MLAC,Malacca Straits Acquisition Company Limited 
2020,MLACU,Malacca Straits Acquisition Company Limited 
2021,MLACW,Malacca Straits Acquisition Company Limited 
2022,MLCO,Melco Resorts & Entertainment Limited 
2023,MLHR,"Herman Miller, Inc. "
2024,MLND,"Millendo Therapeutics, Inc.  "
2025,MLVF,"Malvern Bancorp, Inc. "
2026,MMAC,"MMA Capital Holdings, Inc. "
2027,MMLP,Martin Midstream Partners L.P. 
2028,MMSI,"Merit Medical Systems, Inc. "
2029,MMYT,MakeMyTrip Limited 
2030,MNCL,Monocle Acquisition Corporation 
2031,MNCLU,Monocle Acquisition Corporation 
2032,MNCLW,Monocle Acquisition Corporation 
2033,MNDO,MIND C.T.I. Ltd. 
2034,MNKD,MannKind Corporation 
2035,MNOV,"MediciNova, Inc. "
2036,MNPR,Monopar Therapeutics Inc. 
2037,MNRO,"Monro, Inc.  "
2038,MNSB,"MainStreet Bancshares, Inc. "
2039,MNSBP,"MainStreet Bancshares, Inc. "
2040,MNST,Monster Beverage Corporation 
2041,MNTX,"Manitex International, Inc. "
2042,MOFG,"MidWestOne Financial Group, Inc. "
2043,MOGO,Mogo Inc. 
2044,MOHO,ECMOHO Limited 
2045,MOMO,Momo Inc. 
2046,MOR,MorphoSys AG 
2047,MORF,"Morphic Holding, Inc. "
2048,MORN,"Morningstar, Inc. "
2049,MOSY,"MoSys, Inc. "
2050,MOTNU,Motion Acquisition Corp. 
2051,MOTS,"Motus GI Holdings, Inc. "
2052,MOXC,"Moxian, Inc. "
2053,MPAA,"Motorcar Parts of America, Inc. "
2054,MPB,Mid Penn Bancorp 
2055,MPWR,"Monolithic Power Systems, Inc. "
2056,MRAM,"Everspin Technologies, Inc. "
2057,MRBK,Meridian Corporation 
2058,MRCC,Monroe Capital Corporation 
2059,MRCCL,Monroe Capital Corporation 
2060,MRCY,Mercury Systems Inc 
2061,MREO,Mereo BioPharma Group plc 
2062,MRIN,Marin Software Incorporated 
2063,MRKR,"Marker Therapeutics, Inc. "
2064,MRLN,Marlin Business Services Corp. 
2065,MRNA,"Moderna, Inc. "
2066,MRNS,"Marinus Pharmaceuticals, Inc. "
2067,MRSN,"Mersana Therapeutics, Inc. "
2068,MRTN,"Marten Transport, Ltd. "
2069,MRTX,"Mirati Therapeutics, Inc. "
2070,MRUS,Merus N.V. 
2071,MRVI,"Maravai LifeSciences Holdings, Inc. "
2072,MRVL,Marvell Technology Group Ltd. 
2073,MSBI,"Midland States Bancorp, Inc. "
2074,MSEX,Middlesex Water Company 
2075,MSFT,Microsoft Corporation 
2076,MSON,"MISONIX, Inc. "
2077,MSTR,MicroStrategy Incorporated 
2078,MSVB,Mid
2079,MTBC,"MTBC, Inc. "
2080,MTBCP,"MTBC, Inc. "
2081,MTC,"MMTec, Inc. "
2082,MTCH,"Match Group, Inc. "
2083,MTCR,"Metacrine, Inc. "
2084,MTEM,"Molecular Templates, Inc. "
2085,MTEX,"Mannatech, Incorporated "
2086,MTLS,Materialise NV 
2087,MTP,Midatech Pharma PLC 
2088,MTRX,Matrix Service Company 
2089,MTSC,MTS Systems Corporation 
2090,MTSI,"MACOM Technology Solutions Holdings, Inc. "
2091,MTSL,MER Telemanagement Solutions Ltd. 
2092,MU,"Micron Technology, Inc. "
2093,MVBF,MVB Financial Corp. 
2094,MVIS,"MicroVision, Inc. "
2095,MWK,"Mohawk Group Holdings, Inc. "
2096,MXIM,"Maxim Integrated Products, Inc. "
2097,MYFW,"First Western Financial, Inc. "
2098,MYGN,"Myriad Genetics, Inc. "
2099,MYRG,"MYR Group, Inc. "
2100,MYSZ,"My Size, Inc. "
2101,MYT,"Urban Tea, Inc. "
2102,NAII,"Natural Alternatives International, Inc. "
2103,NAKD,Naked Brand Group Limited 
2104,NAOV,"NanoVibronix, Inc. "
2105,NARI,"Inari Medical, Inc. "
2106,NATH,"Nathan's Famous, Inc. "
2107,NATI,National Instruments Corporation 
2108,NATR,"Nature's Sunshine Products, Inc. "
2109,NAVI,Navient Corporation 
2110,NBAC,Newborn Acquisition Corp. 
2111,NBACR,Newborn Acquisition Corp. 
2112,NBACU,Newborn Acquisition Corp. 
2113,NBACW,Newborn Acquisition Corp. 
2114,NBEV,"NewAge, Inc. "
2115,NBIX,"Neurocrine Biosciences, Inc. "
2116,NBLX,Noble Midstream Partners LP 
2117,NBN,Northeast Bank 
2118,NBRV,Nabriva Therapeutics plc 
2119,NBSE,"NeuBase Therapeutics, Inc.  "
2120,NBTB,NBT Bancorp Inc. 
2121,NCBS,Nicolet Bankshares Inc. 
2122,NCMI,"National CineMedia, Inc. "
2123,NCNA,NuCana plc 
2124,NCNO,"nCino, Inc. "
2125,NCSM,"NCS Multistage Holdings, Inc. "
2126,NCTY,The9 Limited 
2127,NDAQ,"Nasdaq, Inc. "
2128,NDLS,Noodles & Company 
2129,NDRA,ENDRA Life Sciences Inc. 
2130,NDRAW,ENDRA Life Sciences Inc. 
2131,NDSN,Nordson Corporation 
2132,NEO,"NeoGenomics, Inc. "
2133,NEOG,Neogen Corporation 
2134,NEON,Neonode Inc. 
2135,NEOS,"Neos Therapeutics, Inc. "
2136,NEPH,"Nephros, Inc. "
2137,NEPT,Neptune Wellness Solutions Inc. 
2138,NERV,"Minerva Neurosciences, Inc "
2139,NESR,National Energy Services Reunited Corp. 
2140,NESRW,National Energy Services Reunited Corp. 
2141,NETE,"Net Element, Inc. "
2142,NEWA,"Newater Technology, Inc. "
2143,NEWT,Newtek Business Services Corp. 
2144,NEWTI,Newtek Business Services Corp. 
2145,NEWTL,Newtek Business Services Corp. 
2146,NEXT,NextDecade Corporation 
2147,NFBK,"Northfield Bancorp, Inc. "
2148,NFE,New Fortress Energy Inc. 
2149,NFLX,"Netflix, Inc. "
2150,NFTY,First Trust India Nifty 50 Equal Weight ETF
2151,NGHC,National General Holdings Corp 
2152,NGHCN,National General Holdings Corp 
2153,NGHCO,National General Holdings Corp 
2154,NGHCP,National General Holdings Corp 
2155,NGHCZ,National General Holdings Corp 
2156,NGM,"NGM Biopharmaceuticals, Inc. "
2157,NGMS,NeoGames S.A. 
2158,NH,"NantHealth, Inc. "
2159,NHIC,NewHold Investment Corp. 
2160,NHICU,NewHold Investment Corp. 
2161,NHICW,NewHold Investment Corp. 
2162,NHLD,National Holdings Corporation 
2163,NHLDW,National Holdings Corporation 
2164,NHTC,Natural Health Trends Corp. 
2165,NICE,NICE Ltd 
2166,NICK,"Nicholas Financial, Inc. "
2167,NISN,"NiSun Intl Enterprise Development Group Co, Ltd "
2168,NIU,Niu Technologies 
2169,NK,"NantKwest, Inc. "
2170,NKLA,Nikola Corporation 
2171,NKSH,"National Bankshares, Inc. "
2172,NKTR,Nektar Therapeutics 
2173,NKTX,"Nkarta, Inc. "
2174,NLOK,NortonLifeLock Inc. 
2175,NLTX,"Neoleukin Therapeutics, Inc. "
2176,NMCI,Navios Maritime Containers L.P. 
2177,NMFC,New Mountain Finance Corporation 
2178,NMFCL,New Mountain Finance Corporation 
2179,NMIH,NMI Holdings Inc 
2180,NMMC,North Mountain Merger Corp. 
2181,NMMCU,North Mountain Merger Corp. 
2182,NMMCW,North Mountain Merger Corp. 
2183,NMRD,Nemaura Medical Inc. 
2184,NMRK,"Newmark Group, Inc. "
2185,NMTR,"9 Meters Biopharma, Inc. "
2186,NNBR,"NN, Inc. "
2187,NNDM,Nano Dimension Ltd. 
2188,NNOX,NANO
2189,NOACU,Natural Order Acquisition Corp. 
2190,NODK,"NI Holdings, Inc. "
2191,NOVN,"Novan, Inc. "
2192,NOVS,Novus Capital Corporation 
2193,NOVSU,Novus Capital Corporation 
2194,NOVSW,Novus Capital Corporation 
2195,NOVT,Novanta Inc. 
2196,NPA,New Providence Acquisition Corp. 
2197,NPAUU,New Providence Acquisition Corp. 
2198,NPAWW,New Providence Acquisition Corp. 
2199,NRBO,"NeuroBo Pharmaceuticals, Inc. "
2200,NRC,National Research Corporation 
2201,NRIM,Northrim BanCorp Inc 
2202,NRIX,"Nurix Therapeutics, Inc. "
2203,NSEC,"National Security Group, Inc. "
2204,NSIT,"Insight Enterprises, Inc. "
2205,NSSC,"NAPCO Security Technologies, Inc. "
2206,NSTG,"NanoString Technologies, Inc. "
2207,NSYS,Nortech Systems Incorporated 
2208,NTAP,"NetApp, Inc. "
2209,NTCT,"NetScout Systems, Inc. "
2210,NTEC,Intec Pharma Ltd. 
2211,NTES,"NetEase, Inc. "
2212,NTGR,"NETGEAR, Inc. "
2213,NTIC,Northern Technologies International Corporation 
2214,NTLA,"Intellia Therapeutics, Inc. "
2215,NTNX,"Nutanix, Inc. "
2216,NTRA,"Natera, Inc. "
2217,NTRS,Northern Trust Corporation 
2218,NTRSO,Northern Trust Corporation 
2219,NTUS,Natus Medical Incorporated 
2220,NTWK,NETSOL Technologies Inc. 
2221,NUAN,"Nuance Communications, Inc. "
2222,NURO,"NeuroMetrix, Inc. "
2223,NUVA,"NuVasive, Inc. "
2224,NUZE,"NuZee, Inc. "
2225,NVAX,"Novavax, Inc. "
2226,NVCN,Neovasc Inc. 
2227,NVCR,NovoCure Limited 
2228,NVDA,NVIDIA Corporation 
2229,NVEC,NVE Corporation 
2230,NVEE,"NV5 Global, Inc. "
2231,NVFY,"Nova Lifestyle, Inc "
2232,NVIV,InVivo Therapeutics Holdings Corp. 
2233,NVMI,Nova Measuring Instruments Ltd. 
2234,NVUS,"Novus Therapeutics, Inc. "
2235,NWBI,"Northwest Bancshares, Inc. "
2236,NWE,NorthWestern Corporation 
2237,NWFL,Norwood Financial Corp. 
2238,NWL,Newell Brands Inc. 
2239,NWLI,"National Western Life Group, Inc. "
2240,NWPX,Northwest Pipe Company 
2241,NWS,News Corporation 
2242,NWSA,News Corporation 
2243,NXGN,"NextGen Healthcare, Inc. "
2244,NXPI,NXP Semiconductors N.V. 
2245,NXST,"Nexstar Media Group, Inc. "
2246,NXTC,"NextCure, Inc. "
2247,NXTD,NXT
2248,NXTG,First Trust Indxx NextG ETF
2249,NYMTM,"New York Mortgage Trust, Inc. "
2250,NYMTN,"New York Mortgage Trust, Inc. "
2251,NYMTO,"New York Mortgage Trust, Inc. "
2252,NYMTP,"New York Mortgage Trust, Inc. "
2253,NYMX,Nymox Pharmaceutical Corporation 
2254,OAS,Oasis Petroleum Inc. 
2255,OBAS,Optibase Ltd. 
2256,OBCI,Ocean Bio
2257,OBLN,"Obalon Therapeutics, Inc. "
2258,OBNK,"Origin Bancorp, Inc. "
2259,OBSV,ObsEva SA 
2260,OCC,Optical Cable Corporation 
2261,OCCI,"OFS Credit Company, Inc. "
2262,OCCIP,"OFS Credit Company, Inc. "
2263,OCFC,OceanFirst Financial Corp. 
2264,OCFCP,OceanFirst Financial Corp. 
2265,OCGN,"Ocugen, Inc. "
2266,OCSI,Oaktree Strategic Income Corporation 
2267,OCSL,Oaktree Specialty Lending Corporation 
2268,OCUL,"Ocular Therapeutix, Inc. "
2269,OCUP,"Ocuphire Pharma, Inc. "
2270,ODFL,"Old Dominion Freight Line, Inc. "
2271,ODP,The ODP Corporation 
2272,ODT,"Odonate Therapeutics, Inc. "
2273,OEG,"Orbital Energy Group, Inc. "
2274,OESX,"Orion Energy Systems, Inc. "
2275,OFED,Oconee Federal Financial Corp. 
2276,OFIX,Orthofix Medical Inc.  
2277,OFLX,"Omega Flex, Inc. "
2278,OFS,OFS Capital Corporation 
2279,OFSSG,OFS Capital Corporation 
2280,OFSSI,OFS Capital Corporation 
2281,OFSSL,OFS Capital Corporation 
2282,OFSSZ,OFS Capital Corporation 
2283,OGI,Organigram Holdings Inc. 
2284,OIIM,O2Micro International Limited 
2285,OKTA,"Okta, Inc. "
2286,OLB,"The OLB Group, Inc. "
2287,OLD,The Long
2288,OLED,Universal Display Corporation 
2289,OLLI,"Ollie's Bargain Outlet Holdings, Inc. "
2290,OLMA,"Olema Pharmaceuticals, Inc. "
2291,OM,"Outset Medical, Inc. "
2292,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. 
2293,OMCL,"Omnicell, Inc. "
2294,OMER,Omeros Corporation 
2295,OMEX,"Odyssey Marine Exploration, Inc. "
2296,OMP,Oasis Midstream Partners LP 
2297,ON,ON Semiconductor Corporation 
2298,ONB,Old National Bancorp 
2299,ONCR,"Oncorus, Inc. "
2300,ONCS,OncoSec Medical Incorporated 
2301,ONCT,"Oncternal Therapeutics, Inc.  "
2302,ONCY,Oncolytics Biotech Inc. 
2303,ONDS,Ondas Holdings Inc. 
2304,ONEM,"1Life Healthcare, Inc. "
2305,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock
2306,ONTX,"Onconova Therapeutics, Inc. "
2307,ONTXW,"Onconova Therapeutics, Inc. "
2308,ONVO,"Organovo Holdings, Inc. "
2309,OPBK,OP Bancorp 
2310,OPCH,"Option Care Health, Inc. "
2311,OPES,Opes Acquisition Corp. 
2312,OPESU,Opes Acquisition Corp. 
2313,OPESW,Opes Acquisition Corp. 
2314,OPGN,"OpGen, Inc. "
2315,OPHC,"OptimumBank Holdings, Inc. "
2316,OPI,Office Properties Income Trust 
2317,OPINI,Office Properties Income Trust 
2318,OPINL,Office Properties Income Trust 
2319,OPK,"Opko Health, Inc. "
2320,OPNT,"Opiant Pharmaceuticals, Inc. "
2321,OPOF,Old Point Financial Corporation 
2322,OPRA,Opera Limited 
2323,OPRT,Oportun Financial Corporation 
2324,OPRX,OptimizeRx Corporation 
2325,OPT,Opthea Limited 
2326,OPTN,"OptiNose, Inc. "
2327,OPTT,"Ocean Power Technologies, Inc. "
2328,ORBC,ORBCOMM Inc. 
2329,ORGO,Organogenesis Holdings Inc.  
2330,ORGS,Orgenesis Inc. 
2331,ORIC,"Oric Pharmaceuticals, Inc. "
2332,ORLY,"O'Reilly Automotive, Inc. "
2333,ORMP,Oramed Pharmaceuticals Inc. 
2334,ORPH,Orphazyme A/S 
2335,ORRF,Orrstown Financial Services Inc 
2336,ORTX,Orchard Therapeutics plc 
2337,OSBC,"Old Second Bancorp, Inc. "
2338,OSIS,"OSI Systems, Inc. "
2339,OSMT,Osmotica Pharmaceuticals plc 
2340,OSN,"Ossen Innovation Co., Ltd. "
2341,OSPN,OneSpan Inc. 
2342,OSS,"One Stop Systems, Inc. "
2343,OSTK,"Overstock.com, Inc. "
2344,OSUR,"OraSure Technologies, Inc. "
2345,OSW,OneSpaWorld Holdings Limited 
2346,OTEL,Otelco Inc. 
2347,OTEX,Open Text Corporation 
2348,OTIC,"Otonomy, Inc. "
2349,OTLK,"Outlook Therapeutics, Inc. "
2350,OTLKW,"Outlook Therapeutics, Inc. "
2351,OTRAU,OTR Acquisition Corp. 
2352,OTRK,"Ontrak, Inc. "
2353,OTRKP,"Ontrak, Inc. "
2354,OTTR,Otter Tail Corporation 
2355,OVBC,Ohio Valley Banc Corp. 
2356,OVID,Ovid Therapeutics Inc. 
2357,OVLY,Oak Valley Bancorp (CA) 
2358,OXBR,Oxbridge Re Holdings Limited 
2359,OXBRW,Oxbridge Re Holdings Limited 
2360,OXFD,Oxford Immunotec Global PLC 
2361,OXLC,Oxford Lane Capital Corp. 
2362,OXLCM,Oxford Lane Capital Corp. 
2363,OXLCO,Oxford Lane Capital Corp. 
2364,OXLCP,Oxford Lane Capital Corp. 
2365,OXSQ,Oxford Square Capital Corp. 
2366,OXSQL,Oxford Square Capital Corp. 
2367,OXSQZ,Oxford Square Capital Corp. 
2368,OYST,"Oyster Point Pharma, Inc. "
2369,OZK,Bank OZK 
2370,OZON,Ozon Holdings PLC 
2371,PAAS,Pan American Silver Corp. 
2372,PACB,"Pacific Biosciences of California, Inc. "
2373,PACW,PacWest Bancorp 
2374,PAE,PAE Incorporated 
2375,PAEWW,PAE Incorporated 
2376,PAHC,Phibro Animal Health Corporation 
2377,PAIC,"Petra Acquisition, Inc. "
2378,PAICU,"Petra Acquisition, Inc. "
2379,PAICW,"Petra Acquisition, Inc. "
2380,PAND,Pandion Therapeutics Inc. 
2381,PANL,Pangaea Logistics Solutions Ltd. 
2382,PASG,"Passage Bio, Inc. "
2383,PATI,"Patriot Transportation Holding, Inc. "
2384,PATK,"Patrick Industries, Inc. "
2385,PAVM,PAVmed Inc. 
2386,PAVMW,PAVmed Inc. 
2387,PAVMZ,PAVmed Inc. 
2388,PAYA,Paya Holdings Inc. 
2389,PAYAW,Paya Holdings Inc. 
2390,PAYS,"Paysign, Inc. "
2391,PAYX,"Paychex, Inc. "
2392,PBCT,"People's United Financial, Inc. "
2393,PBCTP,"People's United Financial, Inc. "
2394,PBFS,"Pioneer Bancorp, Inc. "
2395,PBHC,"Pathfinder Bancorp, Inc. "
2396,PBIP,"Prudential Bancorp, Inc. "
2397,PBLA,"Panbela Therapeutics, Inc. "
2398,PBPB,Potbelly Corporation 
2399,PBTS,"Powerbridge Technologies Co., Ltd. "
2400,PBYI,Puma Biotechnology Inc 
2401,PCAR,PACCAR Inc. 
2402,PCB,PCB Bancorp 
2403,PCH,PotlatchDeltic Corporation 
2404,PCOM,"Points International, Ltd. "
2405,PCRX,"Pacira BioSciences, Inc. "
2406,PCSA,"Processa Pharmaceuticals, Inc. "
2407,PCSB,PCSB Financial Corporation 
2408,PCTI,"PCTEL, Inc. "
2409,PCTY,Paylocity Holding Corporation 
2410,PCVX,"Vaxcyte, Inc. "
2411,PCYG,"Park City Group, Inc. "
2412,PCYO,Pure Cycle Corporation 
2413,PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K
2414,PDCE,"PDC Energy, Inc. "
2415,PDCO,"Patterson Companies, Inc. "
2416,PDD,Pinduoduo Inc. 
2417,PDEV,Principal International Multi
2418,PDEX,Pro
2419,PDFS,"PDF Solutions, Inc. "
2420,PDLB,PDL Community Bancorp 
2421,PDLI,"PDL BioPharma, Inc. "
2422,PDP,Invesco DWA Momentum ETF
2423,PEBK,"Peoples Bancorp of North Carolina, Inc. "
2424,PEBO,Peoples Bancorp Inc. 
2425,PECK,"The Peck Company Holdings, Inc. "
2426,PEGA,Pegasystems Inc. 
2427,PEIX,"Pacific Ethanol, Inc. "
2428,PENN,"Penn National Gaming, Inc. "
2429,PEP,"PepsiCo, Inc. "
2430,PERI,Perion Network Ltd 
2431,PESI,Perma
2432,PETQ,"PetIQ, Inc. "
2433,PETS,"PetMed Express, Inc. "
2434,PETZ,"TDH Holdings, Inc. "
2435,PEY,Invesco High Yield Equity Dividend Achievers ETF
2436,PFBI,"Premier Financial Bancorp, Inc. "
2437,PFC,Premier Financial Corp.  
2438,PFF,iShares Preferred and Income Securities ETF
2439,PFHD,Professional Holding Corp. 
2440,PFI,Invesco DWA Financial Momentum ETF
2441,PFIN,"P & F Industries, Inc. "
2442,PFIS,Peoples Financial Services Corp.  
2443,PFLT,PennantPark Floating Rate Capital Ltd. 
2444,PFM,Invesco Dividend Achievers ETF
2445,PFPT,"Proofpoint, Inc. "
2446,PFSW,"PFSweb, Inc. "
2447,PGC,Peapack
2448,PGEN,"Precigen, Inc. "
2449,PGJ,Invesco Golden Dragon China ETF
2450,PHAS,"PhaseBio Pharmaceuticals, Inc. "
2451,PHAT,"Phathom Pharmaceuticals, Inc. "
2452,PHCF,"Puhui Wealth Investment Management Co., Ltd.  "
2453,PHICU,"Population Health Investment Co., Inc. "
2454,PHIO,Phio Pharmaceuticals Corp. 
2455,PHIOW,Phio Pharmaceuticals Corp. 
2456,PHO,Invesco Water Resources ETF
2457,PHUNW,"Phunware, Inc. "
2458,PI,"Impinj, Inc. "
2459,PICO,PICO Holdings Inc. 
2460,PID,Invesco International Dividend Achievers ETF
2461,PIHPP,"1347 Property Insurance Holdings, Inc. "
2462,PINC,"Premier, Inc. "
2463,PIO,Invesco Global Water ETF
2464,PIXY,"ShiftPixy, Inc. "
2465,PIZ,Invesco DWA Developed Markets Momentum ETF
2466,PKOH,Park
2467,PKW,Invesco BuyBack Achievers ETF
2468,PLAY,"Dave & Buster's Entertainment, Inc. "
2469,PLBC,Plumas Bancorp 
2470,PLC,Principal U.S. Large
2471,PLCE,"Children's Place, Inc. (The) "
2472,PLIN,"China Xiangtai Food Co., Ltd. "
2473,PLL,Piedmont Lithium Limited 
2474,PLMR,"Palomar Holdings, Inc. "
2475,PLPC,Preformed Line Products Company 
2476,PLRX,"Pliant Therapeutics, Inc. "
2477,PLSE,"Pulse Biosciences, Inc "
2478,PLUG,"Plug Power, Inc. "
2479,PLUS,ePlus inc. 
2480,PLW,Invesco 1
2481,PLXP,PLx Pharma Inc. 
2482,PLXS,Plexus Corp. 
2483,PLYA,Playa Hotels & Resorts N.V. 
